478,Verbindungsfahrbahn gesperrt
479,Parallelfahrbahn gesperrt
480,rechte Parallelfahrbahn gesperrt
481,linke Parallelfahrbahn gesperrt
482,Schnellspur gesperrt
483,Fernverkehrsspur gesperrt
484,Nahverkehrsspur gesperrt
485,Verbindungsfahrbahn blockiert
486,Parallelfahrbahn blockiert
487,rechte Parallelfahrbahn blockiert
488,linke Parallelfahrbahn blockiert
489,Schnellspur blockiert
490,Fernverkehrsspur blockiert
491,Nahverkehrsspur blockiert
492,Fahrverbot für Kraftfahrzeuge
493,Beschränkungen
494,gesperrt für LKW 
495,"gesperrt, 3 km Stau"
496,"gesperrt, 3 km stockender Verkehr"
497,"gesperrt, 3 km dichter Verkehr"
498,"blockiert, 3 km Stau"
499,"blockiert, 3 km stockender Verkehr"
500,Fahrstreifen gesperrt
501,rechter Fahrstreifen gesperrt
502,mittlerer Fahrstreifen gesperrt
503,linker Fahrstreifen gesperrt
504,Standstreifen gesperrt
505,zwei Fahrstreifen gesperrt
506,drei Fahrstreifen gesperrt
507,rechter Fahrstreifen blockiert
508,mittlerer Fahrstreifen blockiert
509,linker Fahrstreifen blockiert
510,Standstreifen blockiert
511,zwei Fahrstreifen blockiert
512,drei Fahrstreifen blockiert
513,für beide Richtungen nur ein Fahrstreifen abwechselnd frei
514,Fahrbahn auf einen Fahrstreifen verengt
515,Fahrbahn auf zwei Fahrstreifen verengt
516,Fahrbahn auf drei Fahrstreifen verengt
517,Verkehr wird über die Gegenfahrbahn geleitet
518,Fahrbahnverengung
519,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet"
520,Fahrstreifen blockiert
521,"Fahrstreifen gesperrt, (L) Stau"
522,"Fahrstreifen gesperrt, 1 km Stau"
523,"Fahrstreifen gesperrt, 2 km Stau"
524,"Fahrstreifen gesperrt, 4 km Stau"
525,"Fahrstreifen gesperrt, 6 km Stau"
526,"Fahrstreifen gesperrt, 10 km Stau"
527,"Fahrstreifen gesperrt, Staugefahr"
528,"Fahrstreifen gesperrt, (L) stockender Verkehr"
529,"Fahrstreifen gesperrt, 1 km stockender Verkehr"
530,"Fahrstreifen gesperrt, 2 km stockender Verkehr"
531,"Fahrstreifen gesperrt, 4 km stockender Verkehr"
532,"Fahrstreifen gesperrt, 6 km stockender Verkehr"
533,"Fahrstreifen gesperrt, 10 km stockender Verkehr"
534,"Fahrstreifen gesperrt, Gefahr von stockendem Verkehr"
535,"Fahrstreifen gesperrt, (L) dichter Verkehr"
536,"Fahrstreifen gesperrt, 1 km dichter Verkehr"
537,"Fahrstreifen gesperrt, 2 km dichter Verkehr"
538,"Fahrstreifen gesperrt, 4 km dichter Verkehr"
539,"Fahrstreifen gesperrt, 6 km dichter Verkehr"
540,"Fahrstreifen gesperrt, 10 km dichter Verkehr"
541,"Fahrstreifen gesperrt, dichter Verkehr zu erwarten"
542,"Fahrstreifen gesperrt, (L) reger Verkehr"
543,"Fahrstreifen gesperrt, reger Verkehr zu erwarten"
544,"Fahrstreifen gesperrt, störungsfreier Verkehr"
545,"Fahrstreifen gesperrt, (L) dichter Verkehr mit zunehmender Tendenz"
546,"Fahrbahn auf einen Fahrstreifen verengt, (L) Stau"
547,"Fahrbahn auf einen Fahrstreifen verengt, Staugefahr"
548,"Fahrbahn auf einen Fahrstreifen verengt, (L) stockender Verkehr"
549,"Fahrbahn auf einen Fahrstreifen verengt, Gefahr von stockendem Verkehr"
550,"Fahrbahn auf einen Fahrstreifen verengt, (L) dichter Verkehr"
551,"Fahrbahn auf einen Fahrstreifen verengt, dichter Verkehr zu erwarten"
552,"Fahrbahn auf einen Fahrstreifen verengt, (L) reger Verkehr"
553,"Fahrbahn auf einen Fahrstreifen verengt, reger Verkehr zu erwarten"
554,"Fahrbahn auf einen Fahrstreifen verengt, störungsfreier Verkehr"
555,"Fahrbahn auf einen Fahrstreifen verengt, (L) dichter Verkehr mit zunehmender Tendenz"
556,"Fahrbahn auf zwei Fahrstreifen verengt, (L) Stau"
557,"Fahrbahn auf zwei Fahrstreifen verengt, Staugefahr"
558,"Fahrbahn auf zwei Fahrstreifen verengt, (L) stockender Verkehr"
559,"Fahrbahn auf zwei Fahrstreifen verengt, Gefahr von stockendem Verkehr"
560,"Fahrbahn auf zwei Fahrstreifen verengt, (L) dichter Verkehr"
561,"Fahrbahn auf zwei Fahrstreifen verengt, dichter Verkehr zu erwarten"
562,"Fahrbahn auf zwei Fahrstreifen verengt, (L) reger Verkehr"
563,"Fahrbahn auf zwei Fahrstreifen verengt, reger Verkehr zu erwarten"
564,"Fahrbahn auf zwei Fahrstreifen verengt, störungsfreier Verkehr"
565,"Fahrbahn auf zwei Fahrstreifen verengt, (L) dichter Verkehr mit zunehmender Tendenz"
566,"Fahrbahn auf drei Fahrstreifen verengt, (L) Stau"
567,"Fahrbahn auf drei Fahrstreifen verengt, Staugefahr"
568,"Fahrbahn auf drei Fahrstreifen verengt, (L) stockender Verkehr"
569,"Fahrbahn auf drei Fahrstreifen verengt, Gefahr von stockendem Verkehr"
570,"Fahrbahn auf drei Fahrstreifen verengt, (L) dichter Verkehr"
571,"Fahrbahn auf drei Fahrstreifen verengt, dichter Verkehr zu erwarten"
572,"Fahrbahn auf drei Fahrstreifen verengt, (L) reger Verkehr"
573,"Fahrbahn auf drei Fahrstreifen verengt, reger Verkehr zu erwarten"
574,"Fahrbahn auf drei Fahrstreifen verengt, störungsfreier Verkehr"
575,"Fahrbahn auf drei Fahrstreifen verengt, (L) dichter Verkehr mit zunehmender Tendenz"
576,"Verkehr wird über die Gegenfahrbahn geleitet, (L) Stau"
577,"Verkehr wird über die Gegenfahrbahn geleitet, 1 km Stau "
578,"Verkehr wird über die Gegenfahrbahn geleitet, 2 km Stau"
579,"Verkehr wird über die Gegenfahrbahn geleitet, 4 km Stau"
580,"Verkehr wird über die Gegenfahrbahn geleitet, 6 km Stau"
581,"Verkehr wird über die Gegenfahrbahn geleitet, 10 km Stau"
582,"Verkehr wird über die Gegenfahrbahn geleitet, Staugefahr"
583,"Verkehr wird über die Gegenfahrbahn geleitet, (L) stockender Verkehr"
584,"Verkehr wird über die Gegenfahrbahn geleitet, 1 km stockender Verkehr"
585,"Verkehr wird über die Gegenfahrbahn geleitet, 2 km stockender Verkehr"
586,"Verkehr wird über die Gegenfahrbahn geleitet, 4 km stockender Verkehr"
587,"Verkehr wird über die Gegenfahrbahn geleitet, 6 km stockender Verkehr"
588,"Verkehr wird über die Gegenfahrbahn geleitet, 10 km stockender Verkehr"
589,"Verkehr wird über die Gegenfahrbahn geleitet, Gefahr von stockendem Verkehr"
590,"Verkehr wird über die Gegenfahrbahn geleitet, (L) dichter Verkehr"
591,"Verkehr wird über die Gegenfahrbahn geleitet, 1 km dichter Verkehr"
592,"Verkehr wird über die Gegenfahrbahn geleitet, 2 km dichter Verkehr"
593,"Verkehr wird über die Gegenfahrbahn geleitet, 4 km dichter Verkehr"
594,"Verkehr wird über die Gegenfahrbahn geleitet, 6 km dichter Verkehr"
595,"Verkehr wird über die Gegenfahrbahn geleitet, 10 km dichter Verkehr"
596,"Verkehr wird über die Gegenfahrbahn geleitet, dichter Verkehr zu erwarten"
597,"Verkehr wird über die Gegenfahrbahn geleitet, (L) reger Verkehr"
598,"Verkehr wird über die Gegenfahrbahn geleitet, reger Verkehr zu erwarten"
599,"Verkehr wird über die Gegenfahrbahn geleitet, störungsfreier Verkehr"
600,"Verkehr wird über die Gegenfahrbahn geleitet, (L) dichter Verkehr mit zunehmender Tendenz"
601,"Fahrbahn auf einen Fahrstreifen verengt, Verkehr wird über die Gegenfahrbahn geleitet"
602,"Fahrbahn auf zwei Fahrstreifen verengt, Verkehr wird über die Gegenfahrbahn geleitet"
603,"Fahrbahn auf drei Fahrstreifen verengt, Verkehr wird über die Gegenfahrbahn geleitet"
604,"Fahrbahnverengung, (L) Stau"
605,"Fahrbahnverengung, Staugefahr"
606,"Fahrbahnverengung, (L) stockender Verkehr"
607,"Fahrbahnverengung, Gefahr von stockendem Verkehr"
608,"Fahrbahnverengung, (L) dichter Verkehr"
609,"Fahrbahnverengung, dichter Verkehr zu erwarten"
610,"Fahrbahnverengung, (L) reger Verkehr"
611,"Fahrbahnverengung, reger Verkehr zu erwarten"
612,"Fahrbahnverengung, störungsfreier Verkehr"
613,"Fahrbahnverengung, (L) dichter Verkehr mit zunehmender Tendenz"
614,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, (L) Stau"
615,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, Staugefahr"
616,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, (L) stockender Verkehr"
617,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, Gefahr von stockendem Verkehr"
618,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, (L) dichter Verkehr"
619,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, dichter Verkehr zu erwarten"
620,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, (L) reger Verkehr"
621,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, reger Verkehr zu erwarten"
622,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, störungsfreier Verkehr"
623,"Fahrbahnverengung, Verkehr wird über die Gegenfahrbahn geleitet, (L) dichter Verkehr mit zunehmender Tendenz"
624,Fahrstreifensperrung wieder aufgehoben
625,Meldung aufgehoben
626,"blockiert, 3 km dichter Verkehr"
627,Fahrverbot für Kraftfahrzeuge ohne Katalysator
628,gesperrt für Kraftfahrzeuge mit geradzahligen Kennzeichen
629,gesperrt für Kraftfahrzeuge mit ungeradzahligen Kennzeichen
630,frei
631,Straße geräumt
632,Einfahrt wieder frei
633,Ausfahrt wieder frei
634,alle Fahrbahnen wieder frei
635,Fahrverbot für Kraftfahrzeuge aufgehoben
636,Fahrverbot aufgehoben
637,Seitenstreifen gesperrt
638,Wendespur gesperrt
639,Kriechspur gesperrt
640,Langsamfahrstreifen gesperrt
641,ein Fahrstreifen gesperrt
642,Notfallspur blockiert
643,Wendespur blockiert
644,Kriechspur blockiert
645,Langsamfahrstreifen blockiert
646,ein Fahrstreifen blockiert
647,Sonderspur für Fahrgemeinschaften offen
648,Sonderspur für Fahrgemeinschaften gesperrt
649,Sonderspur für Fahrgemeinschaften blockiert
650,Bedingungen für Fahrgemeinschaften geändert
651,"Fahrstreifen gesperrt, 3 km Stau"
652,"Fahrstreifen gesperrt, 3 km stockender Verkehr"
653,"Fahrstreifen gesperrt, 3 km dichter Verkehr"
654,"Verkehr wird über die Gegenfahrbahn geleitet, 3 km Stau"
655,"Verkehr wird über die Gegenfahrbahn geleitet, 3 km stockender Verkehr"
656,"Verkehr wird über die Gegenfahrbahn geleitet, 3 km dichter Verkehr"
657,Fahrstreifenblockierung beseitigt
658,Umleitung über die Gegenfahrbahn besteht nicht mehr
